อายุ,เพศ,สถานภาพสมรส,สถานะการมีบุตร,สัญชาติ,อาศัยอยู่ในจังหวัด,การศึกษา,กำลังศึกษาอยู่ในระดับชั้น,จบการศึกษาสูงสุดชั้น,ปัจจุบันฉันอาศัยอยู่กับ,ครอบครัวของฉันมีฐานะ,ครอบครัวของฉันมีลักษณะเฉพาะดังนี้,สิทธิที่ฉันมีในการรับบริการด้านสุขภาพ,ปัญหาใดที่มีผลต่อชีวิตวัยรุ่นมากที่สุด,"ความพึงพอใจต่อการเรียนการสอนเรื่องเพศวิถีศึกษาในสังคมไทย[สถานศึกษามี ""ครู"" ที่ไว้ใจและสามารถขอคำปรึกษาเรื่องการมีความสัมพันธ์ทางเพศได้]","ความพึงพอใจต่อการเรียนการสอนเรื่องเพศวิถีศึกษาในสังคมไทย[สถานศึกษามี ""บุคคลากรที่ไม่ใช่ครู"" ที่ไว้ใจและสามารถขอคำปรึกษาเรื่องการมีความสัมพันธ์ทางเพศได้]","ความพึงพอใจต่อการเรียนการสอนเรื่องเพศวิถีศึกษาในสังคมไทย[สถานศึกษามี ""การสอนเพศวิถีศึกษา""  ที่เหมาะสมกับเพศ วัย ตรงตามความต้องการ]",ฉันอยากเรียนรู้เรื่องต่อไปนี้ เพื่อให้เข้าใจเพศวิถีศึกษาอย่างรอบด้าน,สถานศึกษาของฉันสอนเกี่ยวกับเพศวิถีศึกษาจากมุมมองผลกระทบด้านลบของการมีเพศสัมพันธ์,การเลี้ยงดู ทัศนคติของพ่อแม่ผู้ปกครอง และชุมชน เน้นแต่ด้านลบของการมีเพศสัมพันธ์,ฉันรู้สึกมั่นใจที่สามารถปรึกษาพูดคุยเรื่องเพศสัมพันธ์กับพ่อแม่/ครอบครัวได้,ฉันสามารถมีเพศสัมพันธ์ที่ปลอดภัย เพื่อป้องกันการตั้งครรภ์และการติดโรคทางเพศสัมพันธ์ ได้,การบริการเรื่องอนามัยการเจริญพันธุ์ที่ควรได้รับการปรับปรุงเพิ่มเติม,เมื่อวัยรุ่นตั้งครรภ์ ฉันเห็นว่าควรได้รับสิทธิดังต่อไปนี้,หากมีเพื่อนตั้งครรภ์ ฉันมีความรู้สามารถให้คำแนะนำกับเพื่อนได้ว่าควรจะทำอย่างไร,หากฉัน(หรือคนรักของฉัน) ท้อง บุคคลแรกที่ฉันจะปรึกษาและขอคำแนะนำคือใคร,ฉันรู้สึกพึงพอใจการให้บริการอนามัยการเจริญพันธุ์ในพื้นที่ที่ฉันอยู่อาศัย,ทักษะที่จำเป็นสำหรับอนาคตของคนรุ่นของฉัน,ฉันคิดว่า ฉันได้รับการเตรียมทักษะที่ฉันต้องการเพียงพอ,ว่าจะเรียนรู้พัฒนาทักษะดังกล่าวได้ที่ไหน,อาชีพที่คุณอยากทำ
17,หญิง,โสด,ยังไม่มีบุตร,สัญชาติไทย,ประจวบคีรีขันธ์,สายสามัญ,มัธยมปลาย,มัธยมปลาย,ญาติ,ยากจน,ต้องอาศัยอยู่กับปู่ย่า/ตายาย,ไม่มี ต้องจ่ายเงินเอง,เรื่องเพศและสุขภาพทางเพศ,มากที่สุด ,ไม่มี ,น้อย ,การเรียนรู้การเปลี่ยนแปลงของร่างกาย เพื่อดูแล บำรุงได้อย่างถูกต้อง;การมีเพศสัมพันธ์ที่ปลอดภัย ไม่ท้อง ไม่ติดโรค;การตัดสินใจเรื่องความสัมพันธ์ทางเพศ,เห็นด้วย,เห็นด้วย,ไม่เห็นด้วย,เห็นด้วย,มีช่องทางการสื่อสาร รับคำปรึกษา และรับข้อมูลในโซเชียลมีเดียที่เหมาะกับวัยรุ่น;ให้ความรู้และคำแนะนำที่ทำให้วัยรุ่นสามารถตัดสินใจได้ด้วยตนเอง;มีบริการแก่วัยรุ่นในสถานที่อื่น ที่ไม่ใช่โรงพยาบาล,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ;มีมาตราการจากรัฐในการช่วยเหลือแม่วัยรุ่นหลังคลอดลูก,ไม่แน่ใจ,เพื่อน,ไม่แน่ใจ ว่ามีบริการอนามัยการเจริญพันธุ์ ในพื้นที่ของฉัน,ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง;ทักษะทางการเงิน ได้แก่ การวางแผนการใช้เงิน การออม การลงทุน การเป็นเจ้าของกิจการ,ไม่ได้รับเลย,ผู้เชี่ยวชาญเฉพาะด้าน เช่น เชฟ นักดนตรี;สถานศึกษา;อินเตอร์เน็ต สื่อโซเชียล,กลุ่มข้าราชการ ทหาร ตำรวจ ครู
18,หญิง,โสด,ยังไม่มีบุตร,สัญชาติไทย,เชียงใหม่,อุดมศึกษา,มหาวิทยาลัย,มัธยมปลาย,ครอบครัว/พ่อแม่,พอมีพอกิน,ไม่มีข้อไหนเลย,บัตรทอง หลักประกันสุขภาพถ้วนหน้า;ได้สิทธิประกันสุขภาพในมหาวิทยาลัย,อุบัติเหตุ;เรื่องเพศและสุขภาพทางเพศ;รู้สึกโดดเดี่ยว มีภาวะซึมเศร้า และการฆ่าตัวตาย,,การมีเพศสัมพันธ์ที่ปลอดภัย ไม่ท้อง ไม่ติดโรค;การคุมกำเนิด;สิทธิอนามัยการเจริญพันธุ์,ไม่เห็นด้วย,เห็นด้วย,ไม่เห็นด้วย,เห็นด้วย,มีการรักษาข้อมูลและความเป็นส่วนตัวโดยผู้ให้บริการ;มีบริการนอกเวลาราชการ;มีบริการแก่วัยรุ่นในสถานที่อื่น ที่ไม่ใช่โรงพยาบาล,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ;ทำให้วัยรุ่นมีความรู้ความเข้าใจเมื่อตั้งครรภ์ เพื่อให้วัยรุ่นสามารถตัดสินใจได้ว่าจะตั้งครรภ์ต่อหรือไม่,ใช่,เพื่อน,ไม่แน่ใจ ว่าบริการอนามัยการเจริญพันธุ์ มีคุณภาพหรือไม่,ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง;ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะในการจัดการด้านอารมณ์ ความรู้สึก ได้แก่ สามารถสื่อสารความต้องการของตนเอง การจัดการความโกรธ การยอมรับความหลากหลายทางความคิดในสังคม,ไม่พอ,เพื่อน ชุมชน ชมรม;สถานศึกษา;สถาบัน หรือ หน่วยงานเฉพาะด้าน,กลุ่มข้าราชการ ทหาร ตำรวจ ครู,aiew,
22,ชาย,โสด,ยังไม่มีบุตร,สัญชาติไทย,สระบุรี,ไม่ได้เรียน,ปวส.,ปวส.,ครอบครัว/พ่อแม่,พอมีพอกิน,เป็นกลุ่มชาติพันธุ์,บัตรทอง หลักประกันสุขภาพถ้วนหน้า,เรื่องเพศและสุขภาพทางเพศ;ยาเสพติด;ความรุนแรงในครอบครัว,มากที่สุด ,มาก ,มากที่สุด ,การเรียนรู้การเปลี่ยนแปลงของร่างกาย เพื่อดูแล บำรุงได้อย่างถูกต้อง;การมีเพศสัมพันธ์ที่ปลอดภัย ไม่ท้อง ไม่ติดโรค;การให้คำปรึกษาและรักษาข้อมูลส่วนตัว,ไม่แน่ใจ,ไม่เห็นด้วย,เห็นด้วย,ไม่เห็นด้วย,มีบริการถุงยางฟรี;มีช่องทางการสื่อสาร รับคำปรึกษา และรับข้อมูลในโซเชียลมีเดียที่เหมาะกับวัยรุ่น;มีบริการนอกเวลาราชการ,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนอื่น;เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ,ใช่,อาสาสมัครสาธารณสุขมูลฐาน (อสม.),พอใจ,ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง;ทักษะทางการเงิน ได้แก่ การวางแผนการใช้เงิน การออม การลงทุน การเป็นเจ้าของกิจการ;ทักษะในการจัดการด้านอารมณ์ ความรู้สึก ได้แก่ สามารถสื่อสารความต้องการของตนเอง การจัดการความโกรธ การยอมรับความหลากหลายทางความคิดในสังคม,ไม่พอ,อินเตอร์เน็ต สื่อโซเชียล;สถาบัน หรือ หน่วยงานเฉพาะด้าน;พ่อแม่ ญาติ ครอบครัว,กลุ่มอาชีพอิสระ เช่น นักแสดงนักร้อง นักดนตรี ศิลปินสร้างงานศิลปะ นักกีฬา เชพ นักแปล
24,ชาย,โสด,ยังไม่มีบุตร,สัญชาติไทย,สตูล,อุดมศึกษา,มหาวิทยาลัย,ปริญญาตรี,ครอบครัว/พ่อแม่,พอมีพอกิน,มีสมาชิกในครอบครัวเป็นผู้พิการ,บัตรทอง หลักประกันสุขภาพถ้วนหน้า,อุบัติเหตุ;เรื่องเพศและสุขภาพทางเพศ;รู้สึกโดดเดี่ยว มีภาวะซึมเศร้า และการฆ่าตัวตาย,มากที่สุด ,มากที่สุด ,,,เห็นด้วย,เห็นด้วย,ไม่แน่ใจ,ไม่แน่ใจ,มีบริการนอกเวลาราชการ,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนอื่น,ไม่แน่ใจ,เพื่อน,ไม่แน่ใจ ว่ามีบริการอนามัยการเจริญพันธุ์ ในพื้นที่ของฉัน,ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะทางด้านสุขภาพ ได้แก่ การป้องกันโรค การสร้างเสริมสุขภาพ,พอ,สถานศึกษา;พ่อแม่ ญาติ ครอบครัว;เพื่อน ชุมชน ชมรม,กลุ่มไม่แสวงหาผลกำไร เช่น นักบวช อาสาสมัคร
14,หญิง,โสด,ยังไม่มีบุตร,สัญชาติไทย,แพร่,สายสามัญ,มัธยมต้น,ประถมศึกษา,ครอบครัว/พ่อแม่,ยากจน,มีสมาชิกในครอบครัวเป็นผู้พิการ,ไม่รู้ว่ามีหรือไม่,อุบัติเหตุ;การกลั่นแกล้งในโลกออนไลน์;ยาเสพติด,มากที่สุด ,น้อย ,มากที่สุด ,การเรียนรู้การเปลี่ยนแปลงของร่างกาย เพื่อดูแล บำรุงได้อย่างถูกต้อง;การให้คำปรึกษาและรักษาข้อมูลส่วนตัว,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,มีช่องทางการสื่อสาร รับคำปรึกษา และรับข้อมูลในโซเชียลมีเดียที่เหมาะกับวัยรุ่น;ให้ความรู้ความเข้าใจที่ถูกต้องเรื่องวิธีการคุมกำเนิดในแบบต่างๆ;ให้ความรู้และคำแนะนำที่ทำให้วัยรุ่นสามารถตัดสินใจได้ด้วยตนเอง,เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ;มีการสื่อสารสาธารณะเชิงบวกเรื่องสุขภาพทางเพศ,ใช่,แม่,พอใจ,ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง;ทักษะการวางแผนชีวิต ได้แก่ การประเมินลักษะณะการทำงานในอนาคต,พอ,พ่อแม่ ญาติ ครอบครัว;เพื่อน ชุมชน ชมรม;สถานศึกษา,กลุ่มอาชีพอิสระ เช่น นักแสดงนักร้อง นักดนตรี ศิลปินสร้างงานศิลปะ นักกีฬา เชพ นักแปล
19,ชาย,โสด,ยังไม่มีบุตร,สัญชาติไทย,แพร่,อุดมศึกษา,มหาวิทยาลัย,มัธยมปลาย,ครอบครัว/พ่อแม่,พอมีพอกิน,มีสมาชิกในครอบครัวเป็นผู้พิการ;ต้องอาศัยอยู่กับปู่ย่า/ตายาย;อยู่กับพ่อเลี้ยงเดี่ยว;อยู่กับแม่เลี้ยงเดี่ยว,บัตรทอง หลักประกันสุขภาพถ้วนหน้า;ได้สิทธิประกันสุขภาพในมหาวิทยาลัย,อุบัติเหตุ;รู้สึกโดดเดี่ยว มีภาวะซึมเศร้า และการฆ่าตัวตาย;ความรุนแรงในครอบครัว,มาก ,น้อยที่สุด ,มากที่สุด ,การเรียนรู้การเปลี่ยนแปลงของร่างกาย เพื่อดูแล บำรุงได้อย่างถูกต้อง;การให้คำปรึกษาและรักษาข้อมูลส่วนตัว;การคุมกำเนิด,เห็นด้วย,เห็นด้วย,เห็นด้วย,ไม่แน่ใจ,มีช่องทางการสื่อสาร รับคำปรึกษา และรับข้อมูลในโซเชียลมีเดียที่เหมาะกับวัยรุ่น;มีการรักษาข้อมูลและความเป็นส่วนตัวโดยผู้ให้บริการ;ให้คำปรึกษา และบริการอนามัยเจริญพันธ์ที่ได้มาตรฐาน,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ;มีมาตราการจากรัฐในการช่วยเหลือแม่วัยรุ่นหลังคลอดลูก,ไม่แน่ใจ,แม่,ไม่แน่ใจ ว่ามีบริการอนามัยการเจริญพันธุ์ ในพื้นที่ของฉัน,ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะในการจัดการด้านอารมณ์ ความรู้สึก ได้แก่ สามารถสื่อสารความต้องการของตนเอง การจัดการความโกรธ การยอมรับความหลากหลายทางความคิดในสังคม;ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง,ไม่พอ,สถานศึกษา;พ่อแม่ ญาติ ครอบครัว;เพื่อน ชุมชน ชมรม,กลุ่มข้าราชการ ทหาร ตำรวจ ครู
17,หญิง,โสด,ยังไม่มีบุตร,สัญชาติไทย,สตูล,สายสามัญ,มัธยมปลาย,มัธยมต้น,ครอบครัว/พ่อแม่,พอมีพอกิน,ไม่มีข้อไหนเลย,ไม่รู้ว่ามีหรือไม่,เรื่องเพศและสุขภาพทางเพศ;รู้สึกโดดเดี่ยว มีภาวะซึมเศร้า และการฆ่าตัวตาย;ยาเสพติด,มาก ,มาก ,มากที่สุด ,การมีเพศสัมพันธ์ที่ปลอดภัย ไม่ท้อง ไม่ติดโรค;การตัดสินใจเรื่องความสัมพันธ์ทางเพศ;การเรียนรู้การเปลี่ยนแปลงของร่างกาย เพื่อดูแล บำรุงได้อย่างถูกต้อง,เห็นด้วย,เห็นด้วย,ไม่แน่ใจ,ไม่เห็นด้วย,ให้ความรู้ความเข้าใจที่ถูกต้องเรื่องวิธีการคุมกำเนิดในแบบต่างๆ;ให้คำปรึกษา และบริการอนามัยเจริญพันธ์ที่ได้มาตรฐาน;ให้ความรู้และคำแนะนำที่ทำให้วัยรุ่นสามารถตัดสินใจได้ด้วยตนเอง,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ;มีมาตราการจากรัฐในการช่วยเหลือแม่วัยรุ่นหลังคลอดลูก,ไม่แน่ใจ,เพื่อน,พอใจ,ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง;ทักษะทางการเงิน ได้แก่ การวางแผนการใช้เงิน การออม การลงทุน การเป็นเจ้าของกิจการ;ทักษะการวางแผนชีวิต ได้แก่ การประเมินลักษะณะการทำงานในอนาคต,ไม่พอ,สถานศึกษา,กลุ่มข้าราชการ ทหาร ตำรวจ ครู
17,หญิง,โสด,ยังไม่มีบุตร,สัญชาติไทย,แม่ฮ่องสอน,สายสามัญ,มัธยมปลาย,มัธยมปลาย,ครอบครัว/พ่อแม่,พอมีพอกิน,เป็นกลุ่มชาติพันธุ์,ไม่รู้ว่ามีหรือไม่,อุบัติเหตุ;การเจ็บป่วย ปัญหาสุขภาพ;เรื่องเพศและสุขภาพทางเพศ,ไม่มี ,ไม่มี ,น้อยที่สุด ,ความหลากหลายทางเพศ;สิทธิอนามัยการเจริญพันธุ์;การให้คำปรึกษาและรักษาข้อมูลส่วนตัว,เห็นด้วย,เห็นด้วย,ไม่แน่ใจ,ไม่เห็นด้วย,มีบริการนอกเวลาราชการ;ให้ความรู้และคำแนะนำที่ทำให้วัยรุ่นสามารถตัดสินใจได้ด้วยตนเอง;มีการรักษาข้อมูลและความเป็นส่วนตัวโดยผู้ให้บริการ,เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ;เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;มีการสื่อสารสาธารณะเชิงบวกเรื่องสุขภาพทางเพศ,ไม่แน่ใจ,แม่,ไม่แน่ใจ ว่าบริการอนามัยการเจริญพันธุ์ มีคุณภาพหรือไม่,ทักษะทางการเงิน ได้แก่ การวางแผนการใช้เงิน การออม การลงทุน การเป็นเจ้าของกิจการ;ทักษะการวางแผนชีวิต ได้แก่ การประเมินลักษะณะการทำงานในอนาคต;ทักษะทางด้านสุขภาพ ได้แก่ การป้องกันโรค การสร้างเสริมสุขภาพ,ไม่พอ,สถานศึกษา;อินเตอร์เน็ต สื่อโซเชียล;ห้องสมุดประชาชน,กลุ่มผู้ประกอบการ นักลงทุน เจ้าของกิจการ
17,ชาย,โสด,ยังไม่มีบุตร,สัญชาติไทย,แพร่,สายสามัญ,มัธยมปลาย,มัธยมปลาย,ญาติ,พอมีพอกิน,ต้องอาศัยอยู่กับปู่ย่า/ตายาย,บัตรทอง หลักประกันสุขภาพถ้วนหน้า;ไม่รู้ว่ามีหรือไม่,รู้สึกโดดเดี่ยว มีภาวะซึมเศร้า และการฆ่าตัวตาย;รายได้ไม่พอรายจ่าย;การเจ็บป่วย ปัญหาสุขภาพ,น้อยที่สุด ,ไม่มี ,ปานกลาง ,การเรียนรู้การเปลี่ยนแปลงของร่างกาย เพื่อดูแล บำรุงได้อย่างถูกต้อง;ความหลากหลายทางเพศ;การให้คำปรึกษาและรักษาข้อมูลส่วนตัว,เห็นด้วย,เห็นด้วย,ไม่เห็นด้วย,เห็นด้วย,มีช่องทางการสื่อสาร รับคำปรึกษา และรับข้อมูลในโซเชียลมีเดียที่เหมาะกับวัยรุ่น;มีบริการแก่วัยรุ่นในสถานที่อื่น ที่ไม่ใช่โรงพยาบาล;ให้ความรู้และคำแนะนำที่ทำให้วัยรุ่นสามารถตัดสินใจได้ด้วยตนเอง,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ;ทำให้วัยรุ่นมีความรู้ความเข้าใจเมื่อตั้งครรภ์ เพื่อให้วัยรุ่นสามารถตัดสินใจได้ว่าจะตั้งครรภ์ต่อหรือไม่,ใช่,เพื่อน,ไม่แน่ใจ ว่ามีบริการอนามัยการเจริญพันธุ์ ในพื้นที่ของฉัน,ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะการวางแผนชีวิต ได้แก่ การประเมินลักษะณะการทำงานในอนาคต;ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง,พอ,ผู้เชี่ยวชาญเฉพาะด้าน เช่น เชฟ นักดนตรี;อินเตอร์เน็ต สื่อโซเชียล;สถานศึกษา,กลุ่มผู้ประกอบการ นักลงทุน เจ้าของกิจการ
17,หญิง,โสด,ยังไม่มีบุตร,สัญชาติไทย,กาฬสินธุ์,สายสามัญ,มัธยมปลาย,มัธยมต้น,ครอบครัว/พ่อแม่,พอมีพอกิน,ไม่มีข้อไหนเลย,บัตรทอง หลักประกันสุขภาพถ้วนหน้า,เรื่องเพศและสุขภาพทางเพศ;ยาเสพติด,มาก ,มาก ,มาก ,การคุมกำเนิด;ความหลากหลายทางเพศ;การเรียนรู้การเปลี่ยนแปลงของร่างกาย เพื่อดูแล บำรุงได้อย่างถูกต้อง,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,มีช่องทางการสื่อสาร รับคำปรึกษา และรับข้อมูลในโซเชียลมีเดียที่เหมาะกับวัยรุ่น;มีบริการแก่วัยรุ่นในสถานที่อื่น ที่ไม่ใช่โรงพยาบาล;ให้ความรู้ความเข้าใจที่ถูกต้องเรื่องวิธีการคุมกำเนิดในแบบต่างๆ;ให้ความรู้และคำแนะนำที่ทำให้วัยรุ่นสามารถตัดสินใจได้ด้วยตนเอง,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ;มีการสื่อสารสาธารณะเชิงบวกเรื่องสุขภาพทางเพศ,ใช่,แม่,พอใจ,ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะทางด้านสุขภาพ ได้แก่ การป้องกันโรค การสร้างเสริมสุขภาพ;ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง;ทักษะในการจัดการด้านอารมณ์ ความรู้สึก ได้แก่ สามารถสื่อสารความต้องการของตนเอง การจัดการความโกรธ การยอมรับความหลากหลายทางความคิดในสังคม,พอ,สถานศึกษา;อินเตอร์เน็ต สื่อโซเชียล;เพื่อน ชุมชน ชมรม;พ่อแม่ ญาติ ครอบครัว,กลุ่มข้าราชการ ทหาร ตำรวจ ครู
24,ชาย,โสด,ยังไม่มีบุตร,สัญชาติไทย,ตาก,ไม่ได้เรียน,,มัธยมปลาย,ครอบครัว/พ่อแม่,พอมีพอกิน,อยู่กับแม่เลี้ยงเดี่ยว,บัตรทอง หลักประกันสุขภาพถ้วนหน้า,การเจ็บป่วย ปัญหาสุขภาพ;อุบัติเหตุ;เรื่องเพศและสุขภาพทางเพศ,มากที่สุด ,มากที่สุด ,มากที่สุด ,การตัดสินใจเรื่องความสัมพันธ์ทางเพศ;การมีเพศสัมพันธ์ที่ปลอดภัย ไม่ท้อง ไม่ติดโรค;ความหลากหลายทางเพศ,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,มีช่องทางการสื่อสาร รับคำปรึกษา และรับข้อมูลในโซเชียลมีเดียที่เหมาะกับวัยรุ่น;มีการรักษาข้อมูลและความเป็นส่วนตัวโดยผู้ให้บริการ;มีบริการนอกเวลาราชการ,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนอื่น;เพื่อนๆ และ บุคลากรในสถานศึกษาไให้ความการยอมรับ และความช่วยเหลือ,ใช่,เพื่อน,พอใจ,ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะทางด้านสุขภาพ ได้แก่ การป้องกันโรค การสร้างเสริมสุขภาพ;ทักษะด้านสุขภาวะทางเพศ ได้แก่ ความสามารถในการตัดสินใจเรื่องเพศ การเคารพการตัดสินใจเรื่องเพศของผู้อื่น การไม่ล่วงละเมิดผู้อื่นในเรื่องเพศ การดูแลสุขภาพทางเพศของตัวเอง,พอ,สถานศึกษา;พ่อแม่ ญาติ ครอบครัว;อินเตอร์เน็ต สื่อโซเชียล,กลุ่มไม่แสวงหาผลกำไร เช่น นักบวช อาสาสมัคร
23,เพศทางเลือก,โสด,ยังไม่มีบุตร,สัญชาติไทย,เพชรบูรณ์,อุดมศึกษา,มหาวิทยาลัย,ปริญญาตรี,ครอบครัว/พ่อแม่,พอมีพอกิน,ต้องอาศัยอยู่กับปู่ย่า/ตายาย,สิทธิ อสม.,อุบัติเหตุ;เรื่องเพศและสุขภาพทางเพศ;ยาเสพติด,ปานกลาง ,ปานกลาง ,ปานกลาง ,การมีเพศสัมพันธ์ที่ปลอดภัย ไม่ท้อง ไม่ติดโรค;ความหลากหลายทางเพศ;การเรียนรู้การเปลี่ยนแปลงของร่างกาย เพื่อดูแล บำรุงได้อย่างถูกต้อง,ไม่แน่ใจ,ไม่แน่ใจ,เห็นด้วย,เห็นด้วย,มีการรักษาข้อมูลและความเป็นส่วนตัวโดยผู้ให้บริการ;ให้ความรู้และคำแนะนำที่ทำให้วัยรุ่นสามารถตัดสินใจได้ด้วยตนเอง;ให้คำปรึกษา และบริการอนามัยเจริญพันธ์ที่ได้มาตรฐาน,เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนเดิม;เมื่อท้องในวัยเรียนต้องได้เรียนต่อในโรงเรียนอื่น;มีมาตราการจากรัฐในการช่วยเหลือแม่วัยรุ่นหลังคลอดลูก,ไม่แน่ใจ,อาสาสมัครสาธารณสุขมูลฐาน (อสม.),พอใจ,ทักษะทางสังคม ได้แก่ การต่อรอง ความสามารถในการสื่อสาร การเข้าสังคม การทำงานเป็นทีม;ทักษะการวางแผนชีวิต ได้แก่ การประเมินลักษะณะการทำงานในอนาคต;ทักษะทางการเงิน ได้แก่ การวางแผนการใช้เงิน การออม การลงทุน การเป็นเจ้าของกิจการ,ไม่พอ,สถาบัน หรือ หน่วยงานเฉพาะด้าน,กลุ่มอาชีพอิสระ เช่น นักแสดงนักร้อง นักดนตรี ศิลปินสร้างงานศิลปะ นักกีฬา เชพ นักแปล
